ImageID,TrueLabel,PredictedLabel_RMN,Confidence_RMN,ProcessingTime_RMN,PredictedLabel_DeepFace,Confidence_DeepFace,ProcessingTime_DeepFace
29119.png,0,0.0,0.4867051839828491,0.5061144828796387,0,0.93,0.0360107421875
29132.png,0,2.0,0.34269192814826965,0.2743875980377197,0,0.94,0.025003433227539062
29134.png,0,5.0,0.5394988656044006,0.2710611820220947,2,0.0,0.015003442764282227
29148.png,0,0.0,0.26232779026031494,0.5069851875305176,0,0.91,0.0400090217590332
29149.png,0,0.0,0.7934767603874207,0.27306580543518066,6,0.93,0.030015230178833008
29153.png,0,0.0,0.5256001353263855,0.5181257724761963,2,0.93,0.03599977493286133
29155.png,0,0.0,0.8387632369995117,0.26605987548828125,0,0.0,0.016008377075195312
29159.png,0,4.0,0.7905033230781555,0.272691011428833,4,0.92,0.03000187873840332
29167.png,0,1.0,0.2299630492925644,0.2700614929199219,0,0.0,0.017003774642944336
29171.png,0,0.0,0.9479987621307373,0.5181162357330322,6,0.93,0.03700828552246094
29189.png,0,0.0,0.2435072958469391,0.5171167850494385,4,0.0,0.017003774642944336
29192.png,0,0.0,0.9649098515510559,0.2690606117248535,4,0.95,0.02300548553466797
29202.png,0,3.0,0.4198019802570343,0.27306127548217773,0,0.0,0.0200045108795166
29213.png,0,6.0,0.3564114272594452,0.2705650329589844,6,0.95,0.03910636901855469
29217.png,0,6.0,0.49705344438552856,0.5155489444732666,4,0.0,0.017004013061523438
29221.png,0,3.0,0.4573671221733093,0.514958381652832,0,0.0,0.01800394058227539
29227.png,0,0.0,0.44920557737350464,0.2689979076385498,0,0.0,0.021004676818847656
29239.png,0,0.0,0.45595553517341614,0.5194859504699707,2,0.0,0.019004344940185547
29254.png,0,5.0,0.28572314977645874,0.27306175231933594,2,0.0,0.016003131866455078
29259.png,0,5.0,0.4354831278324127,0.5221173763275146,4,0.94,0.036008358001708984
29263.png,0,0.0,0.8461520075798035,0.5283265113830566,2,0.97,0.022005081176757812
29266.png,0,,,0.021004438400268555,6,0.0,0.018004179000854492
29267.png,0,0.0,0.47999879717826843,0.5166213512420654,6,0.91,0.04202008247375488
29272.png,0,0.0,0.7570579648017883,0.27306389808654785,5,0.95,0.02599501609802246
29278.png,0,5.0,0.4234798848628998,0.5141153335571289,6,0.9,0.039009809494018555
29279.png,0,0.0,0.6935596466064453,0.5262346267700195,6,0.96,0.03500699996948242
29282.png,0,6.0,0.68876051902771,0.5191168785095215,6,0.92,0.038008689880371094
29308.png,0,0.0,0.23733922839164734,0.2773432731628418,6,0.92,0.04601025581359863
29319.png,0,5.0,0.3689509332180023,0.27306103706359863,0,0.0,0.020004749298095703
29325.png,0,6.0,0.6104517579078674,0.27306294441223145,3,0.95,0.03300905227661133
29341.png,0,2.0,0.45450302958488464,0.26806044578552246,2,0.95,0.04071187973022461
29344.png,0,3.0,0.401869535446167,0.2750740051269531,0,0.96,0.023005008697509766
29347.png,0,2.0,0.45242440700531006,0.2760627269744873,0,0.94,0.03000664710998535
29348.png,0,0.0,0.4599861800670624,0.5134553909301758,2,0.93,0.02100515365600586
29378.png,0,0.0,0.46071362495422363,0.28256726264953613,0,0.0,0.017003774642944336
29385.png,0,0.0,0.705643355846405,0.5356979370117188,0,0.95,0.027006149291992188
29408.png,0,5.0,0.3579784035682678,0.5781304836273193,0,0.98,0.022008419036865234
29414.png,0,0.0,0.30234646797180176,0.28406381607055664,4,0.9,0.02696084976196289
29416.png,0,0.0,0.6794639229774475,0.283064603805542,6,0.0,0.018004179000854492
29419.png,0,0.0,0.908963143825531,0.2745649814605713,4,0.97,0.0400090217590332
29432.png,0,0.0,0.6503627300262451,0.2720637321472168,0,0.97,0.027006149291992188
29434.png,0,1.0,0.2918838560581207,0.5171248912811279,0,0.95,0.037009239196777344
29435.png,0,0.0,0.44928181171417236,0.524944543838501,6,0.93,0.04300880432128906
29450.png,0,0.0,0.9372383952140808,0.273578405380249,6,0.95,0.025005578994750977
29451.png,0,3.0,0.3199874460697174,0.5276834964752197,0,0.0,0.01800394058227539
29455.png,0,6.0,0.823677122592926,0.2670600414276123,0,0.93,0.04100918769836426
29461.png,0,0.0,0.5340925455093384,0.26967883110046387,0,0.0,0.020050764083862305
29465.png,0,0.0,0.8321717381477356,0.2780625820159912,0,0.92,0.0290067195892334
29470.png,0,3.0,0.4244920313358307,0.27303266525268555,4,0.99,0.022007465362548828
29471.png,0,0.0,0.6268846988677979,0.27105283737182617,0,0.91,0.04601931571960449
29477.png,0,0.0,0.9291008114814758,0.26520371437072754,6,0.92,0.04099750518798828
29480.png,0,6.0,0.308294415473938,0.517143726348877,5,0.97,0.036008358001708984
29493.png,0,0.0,0.6008944511413574,0.26705050468444824,4,0.94,0.037012338638305664
29499.png,0,3.0,0.6841522455215454,0.2679598331451416,3,0.0,0.017003774642944336
29503.png,0,0.0,0.4241999387741089,0.5169997215270996,0,0.96,0.023005008697509766
29507.png,0,0.0,0.646981954574585,0.26615214347839355,0,0.92,0.0290069580078125
29520.png,0,3.0,0.6882663369178772,0.2700612545013428,2,0.92,0.04500985145568848
29523.png,0,0.0,0.9167765378952026,0.5151162147521973,4,0.95,0.023005008697509766
29527.png,0,2.0,0.744596004486084,0.2740607261657715,4,0.0,0.018004179000854492
29539.png,0,0.0,0.6572969555854797,0.2721409797668457,0,0.97,0.031007051467895508
29544.png,0,0.0,0.7473589777946472,0.2710602283477783,0,0.96,0.0290067195892334
29548.png,0,0.0,0.5780051946640015,0.5231184959411621,0,0.91,0.02200460433959961
29554.png,0,0.0,0.5172648429870605,0.27306079864501953,6,0.93,0.03900885581970215
29571.png,0,0.0,0.6025825142860413,0.5161168575286865,0,0.92,0.023005008697509766
29572.png,0,0.0,0.37741830945014954,0.5218236446380615,0,0.95,0.02500605583190918
29574.png,0,,,0.022005319595336914,6,0.0,0.01600337028503418
29581.png,0,3.0,0.6707251667976379,0.27193188667297363,3,0.98,0.04100942611694336
29582.png,0,0.0,0.39330166578292847,0.5251178741455078,0,0.91,0.03500795364379883
29588.png,0,0.0,0.6846830248832703,0.5211172103881836,5,0.0,0.017003774642944336
29596.png,0,0.0,0.2979552745819092,0.522118091583252,2,0.96,0.024005413055419922
29599.png,0,0.0,0.461303174495697,0.27006101608276367,2,0.0,0.017003774642944336
29604.png,0,6.0,0.5563562512397766,0.2676239013671875,4,0.0,0.01886582374572754
29605.png,0,0.0,0.5823520421981812,0.27006101608276367,5,0.96,0.026006221771240234
29614.png,0,4.0,0.5347933769226074,0.27506208419799805,2,0.0,0.019003868103027344
29640.png,0,3.0,0.7243381142616272,0.2690601348876953,0,0.95,0.036008358001708984
29653.png,0,0.0,0.5162202715873718,0.5188102722167969,6,0.92,0.031007051467895508
29661.png,0,0.0,0.37356534600257874,0.2760622501373291,6,0.0,0.01600360870361328
29669.png,0,3.0,0.6910234689712524,0.2720608711242676,2,0.94,0.041008949279785156
29671.png,0,3.0,0.6135063171386719,0.27006077766418457,6,0.93,0.038008928298950195
29675.png,0,0.0,0.7287818193435669,0.2710611820220947,3,0.97,0.023005008697509766
29682.png,0,0.0,0.9902984499931335,0.2720634937286377,0,0.93,0.046010494232177734
29685.png,0,2.0,0.31649717688560486,0.27006101608276367,0,0.0,0.01800370216369629
29706.png,0,6.0,0.4135987460613251,0.2670605182647705,0,0.93,0.04801321029663086
29719.png,0,0.0,0.3000752925872803,0.27617526054382324,0,0.0,0.017001867294311523
29730.png,0,0.0,0.5773391127586365,0.51511549949646,0,0.0,0.019004106521606445
29734.png,0,0.0,0.8153835535049438,0.2635636329650879,4,0.0,0.017009258270263672
29746.png,0,0.0,0.998770534992218,0.27056455612182617,0,0.0,0.018997907638549805
29785.png,0,4.0,0.28360190987586975,0.27006077766418457,2,0.94,0.041010379791259766
29788.png,0,0.0,0.7896227836608887,0.2700622081756592,0,0.94,0.027007341384887695
29799.png,0,0.0,0.8245713710784912,0.27205967903137207,0,0.96,0.03700709342956543
29807.png,0,5.0,0.5196509957313538,0.27506256103515625,0,0.0,0.01800370216369629
29810.png,0,0.0,0.6503627300262451,0.27006077766418457,0,0.97,0.02700662612915039
29815.png,0,0.0,0.5400622487068176,0.2720611095428467,0,0.94,0.02200484275817871
29817.png,0,0.0,0.552727222442627,0.2830948829650879,0,0.0,0.017003774642944336
29818.png,0,0.0,0.7621926069259644,0.5241174697875977,0,0.92,0.03000664710998535
29830.png,0,,,0.021004676818847656,6,0.0,0.017004966735839844
29838.png,0,6.0,0.4475574195384979,0.27006053924560547,4,0.88,0.03400611877441406
29850.png,0,0.0,0.9612029790878296,0.5241186618804932,0,0.96,0.03100728988647461
29851.png,0,4.0,0.6205601096153259,0.5176324844360352,4,0.0,0.01700305938720703
29855.png,0,0.0,0.857789933681488,0.2683727741241455,2,0.94,0.029007434844970703
29860.png,0,0.0,0.6200907230377197,0.521296501159668,4,0.92,0.02400517463684082
29862.png,0,0.0,0.4129941761493683,0.2720613479614258,2,0.0,0.013003110885620117
29866.png,0,0.0,0.9447680711746216,0.5187849998474121,3,0.93,0.028006315231323242
29868.png,0,0.0,0.8980036973953247,0.27179408073425293,0,0.0,0.017004013061523438
29878.png,0,0.0,0.6793944239616394,0.5359189510345459,0,0.92,0.0400087833404541
29901.png,0,0.0,0.45073431730270386,0.5254261493682861,0,0.0,0.017003774642944336
29929.png,0,0.0,0.6664851903915405,0.27006077766418457,4,0.97,0.02200484275817871
29931.png,0,0.0,0.8470468521118164,0.274061918258667,5,0.91,0.046538352966308594
29933.png,0,0.0,0.48109933733940125,0.2710604667663574,2,0.0,0.0169980525970459
29947.png,0,3.0,0.41001513600349426,0.522620439529419,4,0.0,0.017004013061523438
29950.png,0,0.0,0.9840887784957886,0.26405882835388184,2,0.92,0.04400968551635742
29962.png,0,2.0,0.6965741515159607,0.26806092262268066,0,0.0,0.01800394058227539
29963.png,0,4.0,0.368236243724823,0.5271210670471191,0,0.93,0.036008596420288086
29971.png,0,0.0,0.38349029421806335,0.26856517791748047,0,0.94,0.02200460433959961
29976.png,0,5.0,0.5301638245582581,0.27306127548217773,3,0.94,0.04300975799560547
29977.png,0,3.0,0.42520686984062195,0.2770674228668213,0,0.94,0.023005247116088867
29980.png,0,3.0,0.6707033514976501,0.5101151466369629,4,0.0,0.017003536224365234
30002.png,0,,,0.020004987716674805,2,0.0,0.014003753662109375
30004.png,0,6.0,0.5139454007148743,0.2690596580505371,6,0.92,0.041732072830200195
30009.png,0,0.0,0.8804609775543213,0.2725670337677002,4,0.0,0.0200045108795166
30015.png,0,6.0,0.2473713606595993,0.5211176872253418,3,0.94,0.03300738334655762
30024.png,0,0.0,0.42092210054397583,0.526125431060791,4,0.9,0.03900909423828125
30026.png,0,0.0,0.41457292437553406,0.5256357192993164,6,0.92,0.0385129451751709
30028.png,0,3.0,0.7744754552841187,0.2749364376068115,1,0.93,0.04100942611694336
30047.png,0,0.0,0.9636690616607666,0.27408647537231445,6,0.91,0.02800583839416504
30058.png,0,2.0,0.5733631253242493,0.27306127548217773,6,0.94,0.036008358001708984
30059.png,0,3.0,0.6016114950180054,0.523977518081665,3,0.0,0.017003536224365234
30066.png,0,0.0,0.4621330797672272,0.5402336120605469,0,0.97,0.024005889892578125
30079.png,0,4.0,0.4277149736881256,0.2860574722290039,4,0.0,0.019004106521606445
30082.png,0,0.0,0.4365308880805969,0.5501255989074707,0,0.0,0.018004417419433594
30085.png,0,0.0,0.43217238783836365,0.27706217765808105,4,0.0,0.019003868103027344
30092.png,0,0.0,0.886524498462677,0.3180713653564453,0,0.91,0.03700828552246094
30093.png,0,3.0,0.43829992413520813,0.53312087059021,6,0.94,0.028006553649902344
30120.png,0,0.0,0.8422785997390747,0.5365195274353027,2,0.96,0.023421525955200195
30128.png,0,3.0,0.9572878479957581,0.27506303787231445,0,0.97,0.04401278495788574
30132.png,0,6.0,0.6684591174125671,0.5266211032867432,4,0.92,0.03050827980041504
30153.png,0,6.0,0.34086474776268005,0.5306227207183838,0,0.0,0.01600360870361328
30165.png,0,6.0,0.48271444439888,0.27005982398986816,6,0.94,0.025005817413330078
30171.png,0,,,0.0200045108795166,0,0.0,0.016003131866455078
30194.png,0,0.0,0.4893832206726074,0.5201175212860107,0,0.0,0.018004179000854492
30213.png,0,3.0,0.6910234689712524,0.2713015079498291,2,0.94,0.039009809494018555
30227.png,0,0.0,0.8061398863792419,0.5171167850494385,0,0.0,0.018004655838012695
30230.png,0,3.0,0.3259500563144684,0.5196225643157959,0,0.94,0.02500629425048828
30235.png,0,0.0,0.8412919640541077,0.5264818668365479,2,0.96,0.04201078414916992
30246.png,0,5.0,0.35246866941452026,0.2690606117248535,6,1.0,0.018006086349487305
30259.png,0,0.0,0.556803822517395,0.5071141719818115,0,0.96,0.024011611938476562
30260.png,0,0.0,0.5310921669006348,0.5231180191040039,4,0.94,0.04200577735900879
30262.png,0,3.0,0.26185813546180725,0.27306151390075684,0,0.94,0.04373502731323242
30268.png,0,4.0,0.5370600819587708,0.5231261253356934,0,0.95,0.022005558013916016
30273.png,0,,,0.022005319595336914,0,0.0,0.01600360870361328
30285.png,0,0.0,0.8666074872016907,0.2720608711242676,2,0.0,0.01800394058227539
30290.png,0,0.0,0.9643145799636841,0.2740623950958252,6,0.88,0.04400992393493652
30302.png,0,4.0,0.3618609309196472,0.5277245044708252,4,0.93,0.02100992202758789
30305.png,0,0.0,0.4740496873855591,0.2690601348876953,0,0.93,0.03800320625305176
30309.png,0,,,0.02200484275817871,3,0.0,0.02100515365600586
30317.png,0,0.0,0.2503573000431061,0.27356481552124023,2,0.97,0.020004749298095703
30320.png,0,3.0,0.6799079179763794,0.2761709690093994,4,0.0,0.018006324768066406
30325.png,0,0.0,0.9542369246482849,0.2800636291503906,3,0.95,0.04100918769836426
30327.png,0,4.0,0.26476866006851196,0.27373242378234863,0,0.93,0.024005413055419922
30340.png,0,3.0,0.4667757451534271,0.272568941116333,2,0.0,0.017006635665893555
30382.png,0,0.0,0.45458459854125977,0.28607797622680664,6,0.96,0.02600550651550293
30384.png,0,2.0,0.5663144588470459,0.5197737216949463,4,0.93,0.02200460433959961
30394.png,0,0.0,0.9071903824806213,0.5341198444366455,0,0.93,0.029013633728027344
30398.png,0,6.0,0.6789847612380981,0.272568941116333,6,0.95,0.03600120544433594
30399.png,0,3.0,0.6375240683555603,0.2720601558685303,0,0.95,0.030006885528564453
30413.png,0,0.0,0.40649330615997314,0.28183937072753906,4,0.0,0.015003204345703125
30415.png,0,3.0,0.8739168643951416,0.2678859233856201,0,0.94,0.03300738334655762
30420.png,0,0.0,0.5031182765960693,0.519157886505127,2,0.0,0.020004749298095703
30430.png,0,0.0,0.3938005566596985,0.2718076705932617,0,0.94,0.025005578994750977
30445.png,0,0.0,0.7533095479011536,0.2650604248046875,4,0.0,0.016002893447875977
30446.png,0,4.0,0.41503435373306274,0.2750732898712158,0,0.94,0.04001045227050781
30447.png,0,2.0,0.8412643074989319,0.27077364921569824,2,0.97,0.04800987243652344
30456.png,0,3.0,0.5785048007965088,0.5254161357879639,4,0.0,0.016003847122192383
30458.png,0,5.0,0.6202789545059204,0.5191171169281006,2,0.98,0.02146744728088379
30460.png,0,0.0,0.3561404049396515,0.2780623435974121,4,0.96,0.03500795364379883
30470.png,0,0.0,0.8260621428489685,0.5191233158111572,4,0.96,0.02151036262512207
30479.png,0,0.0,0.39272192120552063,0.27306389808654785,1,0.0,0.017004728317260742
30484.png,0,0.0,0.5784022212028503,0.5141129493713379,2,0.92,0.023004531860351562
30486.png,0,0.0,0.905027449131012,0.27006053924560547,4,0.0,0.01800370216369629
30490.png,0,0.0,0.43836280703544617,0.5282025337219238,6,0.9,0.0400090217590332
30493.png,0,5.0,0.5273265838623047,0.7760882377624512,5,0.0,0.018004179000854492
30497.png,0,0.0,0.8895217180252075,0.2700636386871338,6,0.0,0.01700305938720703
30503.png,0,0.0,0.9963745474815369,0.2780628204345703,2,0.95,0.04550671577453613
30506.png,0,0.0,0.7557434439659119,0.5281243324279785,0,0.91,0.025005578994750977
30508.png,0,0.0,0.9269338846206665,0.27579236030578613,0,0.91,0.03600788116455078
30509.png,0,0.0,0.7464917302131653,0.5291190147399902,3,0.0,0.020005226135253906
30514.png,0,3.0,0.8563427925109863,0.5196261405944824,6,0.0,0.0200042724609375
30526.png,0,0.0,0.3780328631401062,0.5246214866638184,0,0.0,0.01800394058227539
30535.png,0,4.0,0.31177371740341187,0.27506589889526367,2,0.0,0.01600360870361328
30544.png,0,0.0,0.31180691719055176,0.27005648612976074,6,0.0,0.01600360870361328
30545.png,0,0.0,0.974704384803772,0.2710607051849365,2,0.94,0.02600574493408203
30548.png,0,3.0,0.39979252219200134,0.2780647277832031,0,0.0,0.017004013061523438
30563.png,0,5.0,0.846733033657074,0.27106285095214844,6,0.93,0.04201698303222656
30584.png,0,5.0,0.5339045524597168,0.27706050872802734,5,0.95,0.03199911117553711
30589.png,0,3.0,0.6312138438224792,0.27506279945373535,0,0.0,0.020004987716674805
30592.png,0,,,0.020003557205200195,0,0.0,0.015932321548461914
30593.png,0,5.0,0.555758535861969,0.5251190662384033,3,0.0,0.018004894256591797
30599.png,0,0.0,0.5730423927307129,0.522212028503418,2,0.92,0.04500913619995117
30605.png,0,0.0,0.5256561040878296,0.7761752605438232,0,0.95,0.05101132392883301
30609.png,0,6.0,0.3894835412502289,0.5264949798583984,4,0.95,0.038008928298950195
30619.png,0,0.0,0.7462182641029358,0.27106380462646484,2,0.95,0.03900885581970215
30627.png,0,0.0,0.53814297914505,0.5301253795623779,4,0.95,0.023005247116088867
30631.png,0,4.0,0.4218401312828064,0.27106237411499023,4,0.92,0.025005578994750977
30649.png,0,4.0,0.3362131416797638,0.2690615653991699,3,0.0,0.01600337028503418
30673.png,0,4.0,0.41490793228149414,0.2710599899291992,0,0.93,0.024005413055419922
30685.png,0,2.0,0.4336439371109009,0.5281198024749756,4,0.0,0.018004179000854492
30690.png,0,0.0,0.46548357605934143,0.5261175632476807,6,0.0,0.017004013061523438
30694.png,0,3.0,0.419236958026886,0.2660655975341797,0,0.93,0.03200697898864746
30696.png,0,0.0,0.7540761232376099,0.5191209316253662,0,0.96,0.03400778770446777
30709.png,0,3.0,0.43328672647476196,0.27707958221435547,0,0.91,0.046010494232177734
30742.png,0,0.0,0.7919624447822571,0.2672731876373291,0,0.0,0.018004179000854492
30745.png,0,5.0,0.8334295153617859,0.27184414863586426,6,0.95,0.03500771522521973
30746.png,0,1.0,0.48658907413482666,0.27152180671691895,4,0.93,0.0355374813079834
30756.png,0,0.0,0.507437527179718,0.2830638885498047,2,0.92,0.03367972373962402
30759.png,0,5.0,0.3578678071498871,0.542121410369873,0,0.92,0.023009538650512695
30783.png,0,0.0,0.9258697628974915,0.282717227935791,1,0.95,0.027878761291503906
30797.png,0,0.0,0.9711422324180603,0.2790675163269043,6,0.0,0.0200045108795166
30815.png,0,3.0,0.4020630717277527,0.5461218357086182,0,0.0,0.01800394058227539
30831.png,0,0.0,0.9768970608711243,0.28638434410095215,3,0.0,0.017015457153320312
30834.png,0,0.0,0.611865222454071,0.2740612030029297,3,0.97,0.03500795364379883
30845.png,0,0.0,0.9465323686599731,0.2700612545013428,3,0.98,0.03900885581970215
30847.png,0,5.0,0.7598092555999756,0.27189040184020996,5,0.0,0.022005081176757812
30852.png,0,4.0,0.7703614830970764,0.532120943069458,6,0.96,0.025005340576171875
30872.png,0,,,0.0200042724609375,2,0.0,0.017004013061523438
30886.png,0,0.0,0.28465309739112854,0.2885744571685791,0,0.0,0.017003774642944336
30887.png,0,0.0,0.9160709381103516,0.2760615348815918,2,0.95,0.027006149291992188
30890.png,0,1.0,0.7015210390090942,0.272061824798584,2,0.97,0.025005340576171875
30901.png,0,4.0,0.7197447419166565,0.5171170234680176,0,0.0,0.019004344940185547
30905.png,0,6.0,0.33491265773773193,0.2755768299102783,6,0.0,0.017006397247314453
30930.png,0,3.0,0.5747964382171631,0.27706289291381836,5,0.0,0.01900196075439453
30931.png,0,5.0,0.5917043685913086,0.2690601348876953,4,0.96,0.01900458335876465
30933.png,0,4.0,0.7279055714607239,0.26806116104125977,4,0.0,0.01700305938720703
30944.png,0,4.0,0.8770207762718201,0.5251250267028809,2,0.94,0.028006792068481445
30952.png,0,4.0,0.8263444304466248,0.27506232261657715,3,0.94,0.029006481170654297
30967.png,0,3.0,0.3771708011627197,0.2740612030029297,6,0.0,0.01800394058227539
30972.png,0,1.0,0.45080700516700745,0.2760624885559082,3,0.95,0.028298616409301758
30977.png,0,0.0,0.5503976345062256,0.2745645046234131,6,0.0,0.017996788024902344
30982.png,0,3.0,0.466558039188385,0.5216267108917236,4,0.96,0.022005558013916016
31013.png,0,0.0,0.9219062924385071,0.27006053924560547,0,0.0,0.019006967544555664
31019.png,0,3.0,0.5574000477790833,0.5288448333740234,2,0.93,0.02988457679748535
31028.png,0,0.0,0.9335594773292542,0.530937910079956,0,0.92,0.030006885528564453
31031.png,0,5.0,0.27189257740974426,0.2710609436035156,0,0.0,0.017003774642944336
31033.png,0,0.0,0.8889675736427307,0.5296404361724854,0,0.92,0.026005029678344727
31042.png,0,4.0,0.6143681406974792,0.5206317901611328,0,0.0,0.01900482177734375
31044.png,0,3.0,0.43511223793029785,0.2720611095428467,4,0.92,0.03901171684265137
31045.png,0,0.0,0.3880835473537445,0.5241186618804932,0,0.95,0.03100419044494629
31064.png,0,0.0,0.45089876651763916,0.27506136894226074,4,0.94,0.027005434036254883
31069.png,0,0.0,0.7687150835990906,0.2903003692626953,4,0.96,0.024445295333862305
31077.png,0,0.0,0.899324357509613,0.30206823348999023,2,0.96,0.02300548553466797
31081.png,0,6.0,0.2988048493862152,0.5454504489898682,2,0.94,0.025005340576171875
31083.png,0,6.0,0.4096620976924896,0.2980384826660156,6,0.91,0.04501056671142578
31088.png,0,0.0,0.48418551683425903,0.2745072841644287,6,0.0,0.01600337028503418
31098.png,0,0.0,0.4791828691959381,0.27622389793395996,6,0.88,0.043010711669921875
31100.png,0,6.0,0.44222521781921387,0.2920663356781006,2,0.0,0.01900339126586914
31103.png,0,0.0,0.30262988805770874,0.2760615348815918,4,0.0,0.019960880279541016
31108.png,0,0.0,0.7638575434684753,0.5291197299957275,4,0.94,0.026005268096923828
31120.png,0,,,0.022004365921020508,4,0.0,0.015003442764282227
